order_id,order_date,ship_date,ship_mode,customer_id,location_id,shipping_cost,order_priority
BU-2012-7140,2012-06-20,2012-06-25,Standard Class,RM-9375,2244,47.85,Medium
BU-2012-7980,2012-01-23,2012-01-25,Second Class,RD-9720,796,43.11,High
BU-2012-8790,2012-01-06,2012-03-06,Second Class,JO-5280,2021,65.75,High
BU-2012-8970,2012-06-09,2012-08-09,First Class,RH-9555,3100,14.78,High
BU-2012-9500,2012-05-10,2012-10-10,Standard Class,JD-5790,3597,4.02,Medium
BU-2012-9650,2012-07-17,2012-07-20,First Class,PF-9120,3797,1.05,High
BU-2013-2680,2013-11-19,2013-11-22,Second Class,PB-9210,796,12.47,High
BU-2013-2690,2013-08-20,2013-08-25,Standard Class,AS-240,2364,6.39,High
BU-2013-2970,2013-11-11,2013-11-17,Standard Class,TH-11100,796,64.67,Medium
BU-2013-3730,2013-02-04,2013-04-04,First Class,CM-2655,2364,38.95,Critical
BU-2013-3760,2013-05-11,2013-07-11,Second Class,LF-7185,796,12.8,High
BU-2013-4020,2013-11-09,2013-09-16,Standard Class,JK-5370,796,26.19,Medium
BU-2013-4720,2013-12-17,2013-12-18,First Class,LF-7185,796,26.229999999999997,Medium
BU-2013-5320,2013-08-14,2013-08-16,First Class,RE-9405,796,17.259999999999998,Critical
BU-2013-5690,2013-06-06,2013-10-06,Standard Class,VT-11700,2151,49.58,Medium
BU-2013-6440,2013-11-11,2013-11-13,First Class,PC-8745,796,180.79999999999998,Medium
BU-2013-7380,2013-01-31,2013-04-02,Standard Class,MH-7455,2151,33.24,High
BU-2013-9100,2013-07-20,2013-07-27,Standard Class,TT-11220,3021,0.19,Medium
BU-2013-9480,2013-12-20,2013-12-21,First Class,CS-1860,2364,66.55,High
BU-2013-9680,2013-09-09,2013-09-14,Standard Class,DH-3675,796,4.66,Medium
BU-2014-2740,2014-01-13,2014-01-13,Same Day,GD-4590,3021,11.81,Medium
BU-2014-2850,2014-08-07,2014-08-07,Same Day,DP-3105,2021,19.59,Critical
BU-2014-290,2014-07-06,2014-06-13,Standard Class,CA-2265,796,173.02,Medium
BU-2014-370,2014-06-17,2014-06-20,Second Class,JL-5130,796,9.49,Medium
BU-2014-7540,2014-01-03,2014-07-03,Standard Class,MH-8025,796,21.93,Medium
BU-2014-8530,2014-09-08,2014-12-08,First Class,BD-1620,796,74.64,High
BU-2014-880,2014-02-13,2014-02-19,Standard Class,KM-6375,2364,20.049999999999997,Medium
BU-2014-9020,2014-04-28,2014-04-30,Second Class,LH-7155,796,6.7,High
BU-2014-9200,2014-06-11,2014-12-11,Standard Class,CC-2475,796,32.04,Medium
BU-2014-9730,2014-08-09,2014-12-09,Standard Class,CJ-1875,796,15.98,High
BY-2011-3790,2011-03-05,2011-07-05,Standard Class,MV-7485,3182,5.68,High
BY-2012-8590,2012-11-14,2012-11-20,Standard Class,KA-6525,3182,12.83,Medium
CA-2011-100006,2011-07-09,2011-09-13,Standard Class,DK-13375,1,11.76,Medium
CA-2011-100090,2011-08-07,2011-12-07,Standard Class,EB-13705,174,45.05,Medium
CA-2011-100293,2011-03-14,2011-03-18,Standard Class,NF-18475,473,3.22,Medium
CA-2011-100328,2011-01-29,2011-04-02,Standard Class,JC-15340,1,0.36,Medium
CA-2011-100363,2011-08-04,2011-04-15,Standard Class,JM-15655,829,1.71,Medium
CA-2011-100391,2011-05-25,2011-05-29,Standard Class,BW-11065,131,0.31,Medium
CA-2011-100678,2011-04-18,2011-04-22,Standard Class,KM-16720,425,51.8,Medium
CA-2011-100706,2011-12-16,2011-12-18,Second Class,LE-16810,327,10.780000000000001,Medium
CA-2011-100762,2011-11-24,2011-11-29,Standard Class,NG-18355,78,27.32,Medium
CA-2011-100860,2011-03-26,2011-03-30,Second Class,CS-12505,1820,2.74,High
CA-2011-100867,2011-10-19,2011-10-24,Standard Class,EH-14125,1991,18.73,Medium
CA-2011-100881,2011-03-28,2011-01-04,Standard Class,DR-12940,1826,60.33,High
CA-2011-100895,2011-02-06,2011-06-06,Standard Class,SV-20785,479,78.44,High
CA-2011-100916,2011-10-21,2011-10-26,Standard Class,FH-14275,1014,45.21,Medium
CA-2011-100972,2011-11-19,2011-11-24,Second Class,DB-13360,1772,14.67,Medium
CA-2011-101147,2011-02-12,2011-04-12,First Class,MC-17575,375,0.23,High
CA-2011-101175,2011-09-12,2011-12-14,Standard Class,DM-12955,1900,7.23,Medium
CA-2011-101266,2011-08-27,2011-08-30,Second Class,MM-17920,327,1.39,Medium
CA-2011-101364,2011-12-22,2011-12-26,Standard Class,TW-21025,407,30.75,Medium
CA-2011-101392,2011-07-12,2011-12-13,Standard Class,AS-10630,395,23.68,Medium
CA-2011-101427,2011-12-26,2011-12-30,Standard Class,AY-10555,488,0.58,Medium
CA-2011-101462,2011-04-20,2011-04-25,Standard Class,BP-11230,105,3.94,Medium
CA-2011-101476,2011-12-09,2011-09-13,First Class,SD-20485,2477,4.72,High
CA-2011-101560,2011-11-28,2011-01-12,Second Class,CS-12250,1117,148.29,Critical
CA-2011-101602,2011-12-15,2011-12-18,First Class,MC-18100,910,153.73000000000002,Medium
CA-2011-101770,2011-03-31,2011-04-04,Standard Class,KB-16240,657,0.17,Medium
CA-2011-101833,2011-11-17,2011-11-22,Second Class,FG-14260,1,3.12,High
CA-2011-101931,2011-10-28,2011-10-31,First Class,TS-21370,163,132.97,High
CA-2011-102008,2011-09-30,2011-04-10,Standard Class,RA-19915,407,7.23,High
CA-2011-102085,2011-04-10,2011-09-10,Standard Class,JD-16015,53,1.04,Medium
CA-2011-102274,2011-11-21,2011-11-26,Standard Class,DH-13075,774,45.08,Medium
CA-2011-102295,2011-11-24,2011-11-26,Second Class,EH-13990,9,18.43,Critical
CA-2011-102330,2011-12-29,2012-03-01,Standard Class,AI-10855,789,31.910000000000004,Medium
CA-2011-102645,2011-01-24,2011-01-29,Standard Class,IM-15055,1049,4.31,Medium
CA-2011-102652,2011-06-04,2011-12-04,Standard Class,AY-10555,163,11.51,Medium
CA-2011-102673,2011-01-11,2011-05-11,Standard Class,KH-16630,152,62.129999999999995,Medium
CA-2011-102869,2011-09-09,2011-09-14,Second Class,LC-17140,488,14.56,Medium
CA-2011-102988,2011-05-04,2011-09-04,Second Class,GM-14695,11,857.93,High
CA-2011-103058,2011-07-23,2011-07-24,First Class,AG-10270,407,22.93,Critical
CA-2011-103086,2011-10-17,2011-10-19,Second Class,EB-14170,425,1.26,Critical
CA-2011-103100,2011-12-20,2011-12-23,First Class,AB-10105,274,64.21,Medium
CA-2011-103191,2011-09-22,2011-09-27,Standard Class,VG-21805,575,41.66,High
CA-2011-103219,2011-09-11,2011-11-13,Standard Class,BF-11215,131,4.43,Medium
CA-2011-103310,2011-10-05,2011-05-15,Standard Class,GM-14680,1505,108.11,Medium
CA-2011-103317,2011-05-07,2011-08-07,First Class,DM-13525,2512,39.15,High
CA-2011-103331,2011-08-26,2011-01-09,Standard Class,KB-16315,165,1.47,Medium
CA-2011-103366,2011-01-16,2011-01-18,First Class,EH-13990,479,45.24,Critical
CA-2011-103373,2011-05-18,2011-05-24,Standard Class,BS-11755,453,56.75,Medium
CA-2011-103401,2011-11-21,2011-11-26,Standard Class,GR-14560,226,0.67,Medium
CA-2011-103429,2011-05-30,2011-01-06,First Class,LW-16825,1,218.62,Critical
CA-2011-103492,2011-10-10,2011-10-15,Standard Class,CM-12715,1506,83.61,Medium
CA-2011-103527,2011-09-09,2011-09-14,Second Class,CC-12220,575,1.41,High
CA-2011-103590,2011-11-30,2011-04-12,Standard Class,JL-15505,1533,4.74,High
CA-2011-103660,2011-08-25,2011-08-30,Standard Class,MW-18220,395,47.7,Medium
CA-2011-103702,2011-12-09,2011-09-17,Standard Class,AF-10885,491,6.25,Medium
CA-2011-103744,2011-02-24,2011-02-28,Standard Class,MG-17875,910,0.73,Medium
CA-2011-103800,2011-04-01,2011-08-01,Standard Class,DP-13000,425,1.82,High
CA-2011-103807,2011-02-12,2011-09-12,Standard Class,EM-13825,450,1.0,Medium
CA-2011-103849,2011-11-05,2011-05-16,Standard Class,PG-18895,461,14.66,Medium
CA-2011-103940,2011-09-17,2011-09-21,Standard Class,BN-11515,395,23.77,Medium
CA-2011-103989,2011-03-19,2011-03-21,First Class,MC-17605,788,133.59,High
CA-2011-104178,2011-08-25,2011-08-29,Standard Class,JM-15265,906,19.990000000000002,High
CA-2011-104269,2011-01-03,2011-06-03,Second Class,DB-13060,53,47.89,Medium
CA-2011-104283,2011-06-27,2011-01-07,Standard Class,LM-17065,2012,34.839999999999996,Medium
CA-2011-104402,2011-06-17,2011-06-23,Standard Class,DB-13660,165,4.05,Medium
CA-2011-104472,2011-02-06,2011-07-06,Standard Class,CK-12325,1012,9.14,Medium
CA-2011-104563,2011-07-03,2011-12-03,Standard Class,CM-12715,395,92.36,Medium
CA-2011-104738,2011-12-30,2012-01-01,Second Class,SP-20620,1678,168.49,Critical
CA-2011-104773,2011-08-12,2011-12-13,Standard Class,TB-21175,770,5.93,High
CA-2011-104780,2011-05-21,2011-05-25,Standard Class,BT-11530,120,3.17,Medium
CA-2011-104808,2011-05-02,2011-09-02,Second Class,MH-17440,3637,3.37,High
CA-2011-104829,2011-11-18,2011-11-21,Second Class,JG-15805,1636,3.96,High
CA-2011-104976,2011-09-12,2011-12-16,Standard Class,CK-12760,174,2.88,Medium
CA-2011-105165,2011-07-09,2011-10-09,First Class,SZ-20035,136,59.78,Medium
CA-2011-105172,2011-04-04,2011-09-04,Standard Class,PK-18910,719,2.66,High
CA-2011-105249,2011-11-28,2011-11-28,Same Day,DH-13675,174,13.73,Medium
CA-2011-105270,2011-11-11,2011-11-18,Standard Class,AP-10915,29,20.04,Low
CA-2011-105340,2011-11-22,2011-11-25,First Class,EH-14185,1319,3.17,Critical
CA-2011-105417,2011-08-01,2011-01-13,Standard Class,VS-21820,1506,7.32,Medium
CA-2011-105648,2011-03-03,2011-07-03,Standard Class,EJ-14155,120,32.55,Medium
CA-2011-105872,2011-05-30,2011-06-06,Standard Class,JG-15160,1,12.8,Low
CA-2011-105893,2011-11-11,2011-11-18,Standard Class,PK-19075,124,50.69,Medium
CA-2011-105984,2011-11-24,2011-11-24,Same Day,MY-18295,182,232.39999999999998,High
CA-2011-106054,2011-07-01,2011-08-01,First Class,JO-15145,2403,3.51,Critical
CA-2011-106229,2011-07-06,2011-11-06,Second Class,NR-18550,725,49.56,High
CA-2011-106264,2011-12-26,2011-12-30,Standard Class,CK-12595,1258,0.74,Medium
CA-2011-106376,2011-05-12,2011-10-12,Standard Class,BS-11590,1313,117.55,Medium
CA-2011-106439,2011-10-31,2011-04-11,Standard Class,GG-14650,163,110.34,High
CA-2011-106572,2011-05-09,2011-10-09,Standard Class,NP-18700,1497,19.39,Medium
CA-2011-106719,2011-08-24,2011-08-24,Same Day,RB-19645,3770,1.4,Medium
CA-2011-106726,2011-06-12,2011-08-12,First Class,RS-19765,29,506.49,Critical
CA-2011-106803,2011-12-29,2012-02-01,Standard Class,DC-13285,3382,9.649999999999999,Medium
CA-2011-106810,2011-05-14,2011-05-20,Standard Class,AJ-10795,2405,20.94,Medium
CA-2011-106971,2011-02-09,2011-08-09,Standard Class,BM-11785,2207,46.08,Medium
CA-2011-107139,2011-05-07,2011-11-07,Standard Class,DP-13390,414,10.86,Medium
CA-2011-107153,2011-09-28,2011-03-10,Standard Class,GZ-14545,923,4.2,Medium
CA-2011-107181,2011-05-02,2011-09-02,Standard Class,DB-13270,1258,5.71,High
CA-2011-107398,2011-08-25,2011-08-30,Standard Class,BS-11590,182,2.83,Medium
CA-2011-107454,2011-02-11,2011-06-11,Standard Class,RD-19720,1,12.68,High
CA-2011-107524,2011-02-03,2011-08-03,Standard Class,KN-16705,37,3.12,Medium
CA-2011-107573,2011-12-12,2011-12-17,Standard Class,PB-19150,2703,2.25,High
CA-2011-107594,2011-02-07,2011-06-07,Standard Class,EH-13945,1057,6.720000000000001,Medium
CA-2011-107706,2011-02-15,2011-02-20,Second Class,ST-20530,425,1.27,High
CA-2011-107755,2011-08-02,2011-02-13,Standard Class,CK-12760,3190,12.6,Medium
CA-2011-107769,2011-10-28,2011-01-11,Standard Class,BT-11395,2838,21.72,High
CA-2011-107811,2011-04-29,2011-03-05,Standard Class,LA-16780,1472,69.67,Medium
CA-2011-107818,2011-08-09,2011-09-14,Standard Class,MC-17275,1256,228.77,Low
CA-2011-107916,2011-08-24,2011-08-26,First Class,JP-15460,1314,4.96,Medium
CA-2011-108147,2011-08-06,2011-06-13,Standard Class,RD-19480,172,91.44000000000001,Medium
CA-2011-108182,2011-07-02,2011-11-02,Second Class,DL-13315,3830,0.51,Medium
CA-2011-108189,2011-02-10,2011-05-10,First Class,ES-14080,1607,95.05000000000001,High
CA-2011-108273,2011-12-16,2011-12-21,Standard Class,EJ-13720,1506,6.91,Medium
CA-2011-108609,2011-10-31,2011-02-11,Second Class,AJ-10780,389,277.66,Critical
CA-2011-108707,2011-10-24,2011-10-29,Standard Class,DB-12910,915,0.73,Medium
CA-2011-108861,2011-05-28,2011-01-06,Standard Class,MM-17260,98,8.29,Medium
CA-2011-108903,2011-03-10,2011-03-10,Same Day,DO-13435,182,39.29,High
CA-2011-109043,2011-08-15,2011-08-17,First Class,CS-12355,2339,41.55,High
CA-2011-109127,2011-12-21,2011-12-25,Standard Class,JC-15775,165,0.89,Medium
CA-2011-109134,2011-05-11,2011-10-11,Standard Class,DE-13255,29,0.88,Medium
CA-2011-109218,2011-06-30,2011-03-07,Second Class,AR-10825,414,1.53,Medium
CA-2011-109232,2011-01-14,2011-01-17,Second Class,ND-18370,2087,52.32,Medium
CA-2011-109302,2011-12-08,2011-08-16,Standard Class,CS-12175,101,24.81,High
CA-2011-109491,2011-02-21,2011-02-27,Standard Class,LC-16930,1754,4.8,Medium
CA-2011-109680,2011-06-10,2011-09-10,First Class,VP-21760,274,11.84,High
CA-2011-109855,2011-01-09,2011-05-09,Standard Class,LH-16900,37,33.96,High
CA-2011-109890,2011-07-21,2011-07-27,Standard Class,PG-18820,316,1.73,Medium
CA-2011-109897,2011-12-08,2011-08-16,Standard Class,BW-11200,174,107.19,High
CA-2011-109904,2011-07-14,2011-07-17,Second Class,BF-10975,37,1.81,Medium
CA-2011-109918,2011-07-09,2011-12-09,Second Class,LR-17035,3357,6.07,Medium
CA-2011-109932,2011-09-12,2011-11-12,First Class,VP-21760,1441,1.29,High
CA-2011-110030,2011-06-12,2011-08-12,Second Class,LF-17185,425,4.26,High
CA-2011-110065,2011-05-08,2011-11-08,Standard Class,SP-20650,37,20.46,Medium
CA-2011-110072,2011-10-22,2011-10-28,Standard Class,MG-17680,241,10.94,Medium
CA-2011-110100,2011-04-25,2011-04-29,Standard Class,LC-16885,2091,37.53,High
CA-2011-110184,2011-12-07,2011-07-16,Standard Class,BF-11170,906,93.35,High
CA-2011-110219,2011-05-05,2011-08-05,First Class,EB-13870,265,9.93,High
CA-2011-110352,2011-11-23,2011-11-29,Standard Class,ED-13885,136,2.18,Low
CA-2011-110408,2011-10-18,2011-10-20,Second Class,AS-10225,1002,206.12,Medium
CA-2011-110422,2011-01-22,2011-01-24,Second Class,TB-21400,657,3.64,Critical
CA-2011-110527,2011-09-08,2011-08-16,Standard Class,ED-13885,120,0.77,Medium
CA-2011-110555,2011-11-04,2011-04-18,Standard Class,MM-18055,1164,30.72,Medium
CA-2011-110611,2011-06-10,2011-10-13,Standard Class,JD-16015,114,6.16,Medium
CA-2011-110639,2011-08-23,2011-08-23,Same Day,RH-19495,37,12.899999999999999,High
CA-2011-110786,2011-12-29,2012-02-01,Standard Class,AJ-10795,226,136.3,High
CA-2011-110849,2011-04-18,2011-04-23,Standard Class,JL-15835,163,21.44,High
CA-2011-111003,2011-01-06,2011-06-06,Standard Class,CR-12625,101,15.68,Medium
CA-2011-111059,2011-04-02,2011-07-02,Second Class,TB-21400,98,11.08,High
CA-2011-111150,2011-12-31,2012-04-01,Standard Class,RW-19630,398,9.209999999999999,High
CA-2011-111157,2011-02-03,2011-06-03,Standard Class,NH-18610,114,9.620000000000001,High
CA-2011-111192,2011-07-30,2011-05-08,Standard Class,TS-21430,395,70.66,Medium
CA-2011-111360,2011-11-24,2011-11-30,Standard Class,AT-10435,2193,0.1,Medium
CA-2011-111451,2011-12-26,2011-12-28,First Class,KL-16555,1142,228.66,Critical
CA-2011-111500,2011-08-17,2011-08-21,Standard Class,DJ-13510,1234,30.220000000000002,Medium
CA-2011-111773,2011-06-29,2011-03-07,Standard Class,JK-15625,1,0.85,Medium
CA-2011-111857,2011-04-23,2011-04-26,Second Class,NM-18445,719,4.34,Medium
CA-2011-111871,2011-03-18,2011-03-21,Second Class,EK-13795,226,218.62,Critical
CA-2011-111899,2011-04-05,2011-05-05,First Class,NC-18340,136,10.51,Critical
CA-2011-111934,2011-05-05,2011-07-05,First Class,GD-14590,1190,6.140000000000001,High
CA-2011-111962,2011-09-29,2011-04-10,Standard Class,EB-14170,53,30.889999999999997,Medium
CA-2011-112158,2011-02-12,2011-04-12,First Class,DP-13165,131,141.97,High
CA-2011-112291,2011-03-04,2011-08-04,Standard Class,KE-16420,29,12.690000000000001,Medium
CA-2011-112326,2011-05-01,2011-09-01,Standard Class,PO-19195,1250,15.129999999999999,High
CA-2011-112403,2011-03-31,2011-03-31,Same Day,JO-15280,114,0.1,High
CA-2011-112718,2011-12-16,2011-12-21,Standard Class,KN-16450,473,0.07,Medium
CA-2011-112837,2011-11-09,2011-09-16,Standard Class,LW-17125,1887,7.15,Medium
CA-2011-112851,2011-09-17,2011-09-21,Standard Class,NR-18550,1834,18.49,Medium
CA-2011-113047,2011-10-24,2011-10-24,Same Day,AP-10915,3530,5.06,Critical
CA-2011-113166,2011-12-24,2011-12-26,First Class,LF-17185,657,1.98,High
CA-2011-113257,2011-12-16,2011-12-18,Second Class,SC-20305,1575,86.88000000000001,Critical
CA-2011-113271,2011-09-07,2011-07-14,Standard Class,DS-13030,174,13.68,Medium
CA-2011-113320,2011-12-12,2011-12-15,Second Class,LH-17155,585,2.45,High
CA-2011-113362,2011-09-14,2011-09-19,Standard Class,AJ-10960,630,19.580000000000002,Medium
CA-2011-113383,2011-10-09,2011-09-13,First Class,SF-20065,2351,55.34,High
CA-2011-113579,2011-12-13,2011-12-15,Second Class,KD-16345,163,8.53,High
CA-2011-113768,2011-05-13,2011-05-19,Standard Class,AH-10030,414,11.84,Medium
CA-2011-113859,2011-09-13,2011-09-17,Standard Class,BC-11125,3113,14.46,High
CA-2011-113880,2011-01-03,2011-05-03,Standard Class,VF-21715,1780,71.99,High
CA-2011-113887,2011-05-04,2011-07-04,First Class,TH-21550,131,19.06,Critical
CA-2011-113929,2011-06-16,2011-06-21,Standard Class,CK-12205,2247,8.28,Medium
CA-2011-113964,2011-09-23,2011-09-30,Standard Class,JP-16135,407,2.55,Low
CA-2011-114125,2011-09-07,2011-07-13,Standard Class,GH-14410,163,5.529999999999999,High
CA-2011-114181,2011-10-05,2011-05-14,Second Class,AF-10885,79,40.94,Medium
CA-2011-114195,2011-01-11,2011-03-11,First Class,EA-14035,3423,9.07,Medium
CA-2011-114251,2011-05-11,2011-10-11,Standard Class,MD-17350,624,78.76,Medium
CA-2011-114314,2011-11-10,2011-10-15,Standard Class,DB-13555,1615,1.59,High
CA-2011-114321,2011-08-20,2011-08-25,Standard Class,NC-18535,2613,48.54,Medium
CA-2011-114335,2011-09-28,2011-03-10,Standard Class,XP-21865,2339,24.95,Medium
CA-2011-114433,2011-05-13,2011-05-17,Standard Class,NP-18325,585,8.22,Medium
CA-2011-114510,2011-03-14,2011-03-19,Standard Class,JF-15295,3566,16.1,Medium
CA-2011-114517,2011-12-23,2011-12-27,Standard Class,TH-21235,1,4.37,Medium
CA-2011-114643,2011-06-13,2011-06-17,Standard Class,FM-14215,189,2.33,High
CA-2011-114790,2011-11-03,2011-03-13,Second Class,FM-14215,774,108.83,High
CA-2011-115049,2011-09-26,2011-01-10,Standard Class,MM-17920,375,5.16,Medium
CA-2011-115056,2011-02-05,2011-02-05,Same Day,AR-10510,182,6.94,High
CA-2011-115084,2011-10-18,2011-10-22,Standard Class,LS-17200,2454,35.23,High
CA-2011-115133,2011-09-26,2011-09-30,Standard Class,DA-13450,146,2.85,Medium
CA-2011-115161,2011-01-02,2011-03-02,First Class,LC-17050,2047,54.64,High
CA-2011-115259,2011-08-25,2011-08-27,Second Class,RC-19960,182,35.72,High
CA-2011-115336,2011-11-18,2011-11-25,Standard Class,AB-10600,375,1.85,Low
CA-2011-115357,2011-06-08,2011-11-08,Second Class,RF-19735,1117,6.14,Medium
CA-2011-115791,2011-01-17,2011-01-19,Second Class,DL-13315,79,77.95,Critical
CA-2011-115812,2011-09-06,2011-06-14,Standard Class,BH-11710,189,240.86,Medium
CA-2011-115889,2011-02-11,2011-06-11,Standard Class,SH-20395,174,41.14,High
CA-2011-115973,2011-11-24,2011-11-26,First Class,NG-18430,637,0.42,Medium
CA-2011-115980,2011-07-15,2011-07-19,Standard Class,VW-21775,2473,0.65,Medium
CA-2011-116190,2011-07-26,2011-01-08,Standard Class,SG-20470,72,23.12,Medium
CA-2011-116239,2011-04-03,2011-04-03,Same Day,CL-12565,1117,74.5,High
CA-2011-116246,2011-12-09,2011-09-17,Second Class,LW-17215,131,309.69,Medium
CA-2011-116407,2011-11-15,2011-11-21,Standard Class,JF-15190,2255,12.88,Medium
CA-2011-116568,2011-12-14,2011-12-20,Standard Class,BM-11785,1458,12.21,Medium
CA-2011-116666,2011-08-05,2011-10-05,First Class,KT-16480,79,276.7,Medium
CA-2011-116673,2011-12-15,2011-12-19,Second Class,JO-15280,120,0.32,Medium
CA-2011-116757,2011-06-30,2011-04-07,Standard Class,MS-17980,425,5.359999999999999,High
CA-2011-116785,2011-04-26,2011-04-30,Standard Class,MH-17290,906,5.17,High
CA-2011-116834,2011-11-10,2011-10-16,Standard Class,Dp-13240,53,24.66,Medium
CA-2011-116904,2011-09-23,2011-09-28,Standard Class,SC-20095,44,698.91,Medium
CA-2011-116932,2011-07-21,2011-07-25,Standard Class,ME-18010,174,68.2,Medium
CA-2011-117016,2011-04-03,2011-09-03,Standard Class,SC-20095,3778,1.31,Medium
CA-2011-117317,2011-10-19,2011-10-19,Same Day,JF-15490,189,2.39,Critical
CA-2011-117345,2011-01-08,2011-05-08,Standard Class,BF-10975,152,17.95,Medium
CA-2011-117429,2011-07-10,2011-10-13,Standard Class,MR-17545,488,7.88,Medium
CA-2011-117464,2011-07-22,2011-07-24,Second Class,NP-18325,174,142.16,High
CA-2011-117478,2011-09-21,2011-09-24,First Class,LH-16750,488,1.36,High
CA-2011-117639,2011-05-21,2011-05-25,Standard Class,MW-18235,206,474.11,High
CA-2011-117709,2011-04-05,2011-08-05,Standard Class,PM-18940,78,2.49,Medium
CA-2011-117765,2011-07-09,2011-09-13,Standard Class,RB-19465,778,58.35,Medium
CA-2011-118192,2011-01-14,2011-01-19,Standard Class,MM-17920,241,1.73,Medium
CA-2011-118276,2011-12-29,2012-02-01,Standard Class,MG-17890,1819,0.71,High
CA-2011-118304,2011-04-29,2011-04-05,Standard Class,KH-16360,2894,1.92,Medium
CA-2011-118339,2011-03-17,2011-03-24,Standard Class,BN-11515,1167,15.49,Medium
CA-2011-118962,2011-05-08,2011-09-08,Standard Class,CS-12130,414,21.43,Medium
CA-2011-118976,2011-04-28,2011-03-05,Standard Class,MY-18295,877,35.449999999999996,Medium
CA-2011-119032,2011-11-27,2011-03-12,Standard Class,MS-17770,131,0.25,Medium
CA-2011-119144,2011-11-16,2011-11-18,First Class,JD-16150,29,202.5,Critical
CA-2011-119151,2011-11-25,2011-11-29,Second Class,MP-18175,37,129.93,High
CA-2011-119172,2011-11-05,2011-05-15,Standard Class,HD-14785,22,14.01,High
CA-2011-119375,2011-11-17,2011-11-22,Standard Class,YC-21895,165,443.89,High
CA-2011-119466,2011-12-15,2011-12-21,Standard Class,SP-20860,375,0.8,Medium
CA-2011-119529,2011-03-11,2011-05-11,Second Class,DM-13345,3312,0.72,Medium
CA-2011-119977,2011-08-10,2011-10-13,Second Class,DN-13690,407,7.98,Medium
CA-2011-120096,2011-04-07,2011-07-07,First Class,KE-16420,890,41.489999999999995,Critical
CA-2011-120243,2011-12-27,2011-12-30,Second Class,AT-10435,414,1.06,High
CA-2011-120278,2011-07-11,2011-12-11,Standard Class,MS-17365,3201,16.66,Medium
CA-2011-120411,2011-09-20,2011-09-23,First Class,SB-20185,575,65.52,Critical
CA-2011-120432,2011-08-24,2011-08-26,Second Class,DW-13585,3575,4.37,High
CA-2011-120474,2011-01-12,2011-03-12,First Class,RP-19390,124,496.03,High
CA-2011-120544,2011-11-23,2011-11-27,Standard Class,SS-20140,3479,8.15,High
CA-2011-120670,2011-02-11,2011-06-11,Standard Class,JK-16120,915,67.38,Medium
CA-2011-120768,2011-12-19,2011-12-21,Second Class,IM-15070,729,201.31,High
CA-2011-120775,2011-03-10,2011-07-10,Standard Class,RD-19930,1177,7.18,High
